content,class
"""@bluhue123 No. If he should resign then shouldn’t Abbott who had over 200 people killed during a freeze when he knew the grid was faulty? When he allowed his oligarch Kelcy Warren to price gouge us during the freeze and made 11b and then donated millions to Abbott’s campaign?""",0
"""Wow. Well said @GeorgeMonbiot but other than electing the right people in all arenas, how do we peacefully overthrow the oligarchy? https://t.co/H8G7bLo6Bt""",1
"""Pierre Poilievre is openly begging for US Oligarch Elon Musk’s help and promising to open up Canada and its resources to the US.  Poilievre plans to sellout Canada to Trump and his corporate oligarch cabal. https://t.co/bsJz78fmuR https://t.co/SBDmrrbKcF""",1
"""if you see this pic, reply with 🇵🇸 to spread it!💔 https://t.co/PWHOUJiKX1""",0
"""Obscene. This is why we need unions and rights/ protections.   ‘So immoral’: gig economy workers forced to pay fee to receive their wages  Retail assistants on low pay using YoungOnes platform docked cash or told to wait up to 30 days for earnings https://t.co/xjr6gdqWVE""",0
"""Waltz has awful political instincts. Shapiro wouldn’t have made her win but they probably would have won the senate seat in PA. Who cares that the free Palestine activist hated Shapiro https://t.co/LN8006gp1l""",0
"""paging the gay conservatives who camped out in my replies for months telling me the trans rights struggle had nothing to do with us https://t.co/PN0qEyhH39""",1
"""Pierre Poilievre is openly begging for US Oligarch Elon Musk’s help and promising to open up Canada and its resources to the US.  Poilievre plans to sellout Canada to Trump and his corporate oligarch cabal. https://t.co/bsJz78fmuR https://t.co/SBDmrrbKcF""",1
"""In Caracas, President @NicolasMaduro said that US imperialism and the Venezuelan oligarchy have been defeated. He is the president for another term till 2031. In a powerful speech, he said, 'I have not been placed as president by the US government or by the pro-imperialist… https://t.co/4nLrwpLvZ3 https://t.co/bbd2MtrkTW""",0
"""A week after October 7th, Genocide Gavin went to Israel to show his full support for the mass killing of Palestinians.  Never forget: FUCK GAVIN NEWSOM https://t.co/4dP7jyOakE https://t.co/sSmtbBRsuw""",0
"""The Democrat Party. The party of lies and deceits. The party that thinks they are the smartest in the room. The party that can tell you what to do but they follow a different set of rules. They say my body my choice but then force you to take the take the vaccine. They say they… https://t.co/CENDUkhJ10""",1
"""The Hegelian Dialectic https://t.co/eSVZjIv4N2""",1
"""Pierre Poilievre is openly begging for US Oligarch Elon Musk’s help and promising to open up Canada and its resources to the US.  Poilievre plans to sellout Canada to Trump and his corporate oligarch cabal. https://t.co/bsJz78fmuR https://t.co/SBDmrrbKcF""",1
"""@omarsuleiman @DwightHoward Howard is a Black man born in Georgia. He is familiar with the Black experience in America. He k ows what oppression looks like. He tweets ""Free Palestine"" and gets 'the call'. Chastised for his beliefs. According to Zionist, no other history exist but theirs.""",0
"""In Caracas, President @NicolasMaduro said that US imperialism and the Venezuelan oligarchy have been defeated. He is the president for another term till 2031. In a powerful speech, he said, 'I have not been placed as president by the US government or by the pro-imperialist… https://t.co/4nLrwpLvZ3 https://t.co/bbd2MtrkTW""",0
"""Pierre Poilievre is openly begging for US Oligarch Elon Musk’s help and promising to open up Canada and its resources to the US.  Poilievre plans to sellout Canada to Trump and his corporate oligarch cabal. https://t.co/bsJz78fmuR https://t.co/SBDmrrbKcF""",1
"""@tallxyyy Bc 🇵🇸""",1
"""This gentleman is correct. There is no such thing as an ethical billionaire. 🎯🎯🎯👇 https://t.co/rlDorPAkD5""",0
"""Mark Zuckerberg is now the latest Silicon Valley oligarch to do a complete 180 and start supporting Trump.   Obviously, Mark Zuckerberg did not become an America First nationalist since 2020.   On the contrary, Trump came to serve the interests of oligarchs like Zuckerberg.""",1
"""@RBReich Suckerberg is the newest member of the oligarchy of entitled pricks who would love to destroy the American middle class and make everyone a slave to their companies, to be tossed at their convenience for a newer, cheaper model to pad their profits.""",0
"""Why are Muslims happy and rejoicing over Los Angeles fires? https://t.co/zmrgT6wK65""",0
"""Grok can diagnose medical injuries https://t.co/OWqNjupSqE""",1
"""Rest in peace, Saed Nabhan, another Palestinian journalist silenced by Israeli aggression. He was killed by an Israeli sniper while helping evacuate civilians in Nuseirat refugee camp. JOURNALISM is not a crime. FREE Palestine🇵🇸 https://t.co/9FKv2P99xE""",0
"""Discussion with @Alice_Weidel https://t.co/j6oWRjv4A7""",0
"""@Gregergory ""I don’t know any trans people personally"" You should get to know us irl instead of sending screeds online. Go touch grass and meet people who are different from you. It's scientifically proven to reduce bias.""",0
"""Let Us Corporatize 2025 - 50 x 40cm, acrylic on canvas  Oligarchy is a global cult, it has a few megalomaniacal members with immense power and influence.  Musk, Zuckerberg, Bezos,Thiel are spreading their ideology of ‘exit’ from the nation-state. As SEZs, Freeports and Free… https://t.co/kHx5Hr3msi https://t.co/pD69Ypkgfc""",0
"""This was labeled as offensive… To whom? Lol https://t.co/DJOzyPLNZv""",0
"""A movement shows its true colors when it celebrates destruction and tragedy.   While families lose everything—homes, pets, even lives—to this fire, the Free Palestine movement is celebrating.   They don’t care about saving lives, only destroying them. https://t.co/yHAlDX2M1e""",0
"""🧵GROK SEES and HEARS: @DarrenFonzseau is a passionate advocate for workers' rights, tirelessly pushing for systemic change in healthcare and compensation for injured workers &amp; immigrants. #WorkersRights #HealthcareReform #JusticeForAll""",1
"""@JHinely68428 I'm not the one lying about Donald Trump being exonerated. If telling the truth makes me hateful, then you need to pick up a dictionary to understand what that word actually means.""",1
"""I don’t know who this guy is, but he’s brilliant.   No one knows how to come back.   When tax systems go ‘full oligarch’ revolutions can’t be far away.    https://t.co/m1WanthSMY""",0
"""A student explains why he and his friends are out in the streets for 45 nights.   🇬🇪 “We cannot live under dictatorship, in oligarchy and in poverty.”  🇬🇪 “They took our country and they are now taking money from our budget.”  🇬🇪 “In Georgia, every sixth child is starving.” https://t.co/g8gwNCgPE0""",0
"""u could’ve just said “trans rights are human rights” instead of using stupid fucking ai for this just saying https://t.co/g2xsHxhe62""",0
"""The LNP has opposed wage increases for minimum wage earners &amp; just about every legislation Labor has proposed to increase workers' rights.  Why anyone would vote for them is beyond me. https://t.co/lDMTEpAYDZ""",1
"""Whitmer reportedly warned her fellow Democrats that they shouldn’t expect her to sign their bills if they didn’t move on funding for roads. In the end, Whitmer signed several bills while nothing got done on the issue that had once been her flagship. https://t.co/q7QZLykXRb""",1
"""Pierre Poilievre is openly begging for US Oligarch Elon Musk’s help and promising to open up Canada and its resources to the US.  Poilievre plans to sellout Canada to Trump and his corporate oligarch cabal. https://t.co/bsJz78fmuR https://t.co/SBDmrrbKcF""",1
"""Twin-headed Trump-Musk onslaught leaves Europe floundering for response Incoming US president and oligarch ally are wreaking diplomatic havoc among USA's beholden allies! While Trump has resurrected his designs on Greenland, Musk has backed far-right parties in the UK and Germany""",0
"""""Stop bombing hospitals.""   ""Stop freezing children.""   ""1100 healthcare workers murdered by Israel.""  ""Release Dr Hussam Abu Safiya NOW.""  The horrors of genocide laid bare by Irish healthcare workers. Free Palestine 🇵🇸 https://t.co/ltpm3zmFik""",1
"""Several constituents have raised concerns about @fema denying their applications. FEMA has informed me their system is still coming online. Non-approval isn’t the same as denial, and they recommend reapplying in a day or so.   If issues persist, call 1-800-621-3342 or my office.""",1
"""A settler who blocked aid from reaching innocent hungry children said:  “For all I care, they can STARVE to DE٨TH!” https://t.co/grzFELnTPA""",0
"""@Kittenscorner @SLP506 @unlearn16tweet @NancyMace You gotta treat them the way they treat you. It's the only way. Dehumanizing and attack""",1
"""I’m sorry but the Free Palestine comments under all of the posts for the California wildfires doesn’t make anyone care more about your tragedy.   It’s actually insulting and fucking disgusting.""",0
"""อยู่ต่างประเทศ ทรงเหยียดผู้หญิงงี้ ชีวิตจริงในเมกาโดนแหกเรียล โดนตามถึงบ้านเหมือนอี your body my choice นะคะ คิดดีๆก่อนจะพิมพ์อะไร วันดีคืนดีไปพิมพ์ด่าอินฟลูที่เขาสู้คน เขาฟ้องมึง เอามึงมาแหก เอามึงมาแขวน คนตามทัวร์ รู้ที่ทำงานมึง ไปทัวร์ลงที่ทำงานมึง โดนไล่ออกไม่รู้ด้วยนะคะ https://t.co/yalJPvumfZ""",1
"""Arizona neo-Nazi sentenced to 3.5 years in connection to the killing of his gay roommate https://t.co/M4ov0r4aaC""",0
"""@DeanaMah @RealCandaceO “Trans” has got a strong grip on the world and is erasing women’s sex based rights, child safeguarding and freedom of speech because rich and powerful transvestites invested countless millions on making it happen. Is Macron’s spouse one of them?  Aside from all of this it’s an… https://t.co/791T6m6tmD""",0
"""My account is dying ... If you see this post, just comment.  UPD- There is no indication of the recovery of the account in terms of the removal of restrictions and bans https://t.co/z9Aq5k4FX4""",0
